isbn,average_rating,ratings_count,text_reviews_count
553213482,3.93,48213,675
192836366,3.73,3560,87
826407072,3.7,88,3
761512195,4.04,843,57
300110561,3.97,1568,47
1400075793,3.79,3007,255
9571343897,3.79,1,0
744002354,5,2,0
618680004,3.9,197099,6216
743418174,3.72,269843,5384
1416535209,3.48,21715,1044
743470125,3.65,54117,1849
8420465607,3.42,33,4
449911837,3.99,5005,314
441012035,3.9,1647,175
842313354,4.34,6861,205
061877355X,4.08,200,22
425182878,4.24,22949,376
764225219,3.31,361,43
60002069,3.97,5686,193
1879181487,3.71,186,17
451529510,3.58,68,16
075640360X,3.9,827,23
057507681X,4.02,70604,1925
99578514,3.98,87463,4469
446611778,4.04,41611,727
743428951,4.04,60,6
330419706,4.04,110,15
786712945,3.57,114,24
743275012,3.98,143658,5760
743454553,3.69,87109,3920
743496728,4.12,270574,13491
340838035,4.01,988,115
8408068911,3.58,12,1
143039857,4.09,1589,132
3404145844,3.8,7,2
3822505870,3.82,23,3
3492236553,3.58,1,0
61120073,4.26,345283,16114
140266747,4.06,250,34
141185015,3.97,597,97
803293054,3.95,557,74
140259449,4.55,21633,351
1414500084,4.16,42,4
070898228X,4.26,18,5
679600264,4.53,254,22
521825148,4.26,56,7
965429903,2.86,114,9
192802372,4,737,72
1587263963,4,83,6
1572705329,4,28,3
039397751X,4.07,768,68
451218590,4.08,53955,1041
156030470,3.78,514,59
151009988,3.79,176190,5595
1568493665,4.14,27,4
156619180,4.26,1729,121
156212501,4.05,747,36
156260379,4.37,383,11
156027917,4.26,3345,133
141185368,3.59,255,31
156031396,3.76,7423,390
156031337,3.66,8661,447
156031272,3.3,6343,551
316059854,3.32,16371,1538
425213978,3.57,40300,2498
345475739,3.84,5701,215
141184841,4.46,934,82
8408065874,3.57,52,6
393329127,3.58,30473,2399
553384287,3.97,227884,6253
553804804,3.98,54120,2053
786714824,3.57,3604,364
088001508X,3.19,579,83
520024796,4.16,274,10
71401946,4.03,40400,2256
399142789,4.18,26465,1276
1571741038,4.21,14583,178
1571740562,4.13,21800,225
047174719X,3.72,547,32
767921690,3.58,457,72
300110308,3.2,95,16
1573223093,3.95,1490,137
1578064988,3.95,20,1
679762701,3.86,3469,141
1582349193,3.46,1684,202
1841957186,3.77,4326,392
802135226,4.11,15572,1008
679768203,4.05,1760,100
375702369,3.86,1962,110
802135781,3.81,12684,627
156032899,3.85,6229,497
679744479,4.07,20951,1361
9042003405,3.7,10,2
747544212,4.12,414,26
747230218,3.8,0,0
883657279,3.89,81,7
385418132,4.08,468,18
806524278,4,18,0
394837681,3.84,81,1
714530034,3.9,13,0
60958022,3.85,26258,1936
61214604,3.85,582,74
60787112,3.28,2963,232
380815923,3.8,10721,617
60559144,3.91,10511,1201
552998001,3.8,506,55
385609485,3.83,200,27
385607016,4.09,35,0
140193707,3.71,16,2
081097052X,3.33,1058,148
563504838,3.97,17,0
307344835,3.97,20,2
375408274,4.15,182,24
044653109X,4.02,34462,1410
446608890,3.88,15509,671
033041965X,4.08,86,6
074328500X,4.05,8769,935
061815955X,4.13,159,39
7152531,3.79,87,15
743247787,3.63,1398,249
743247779,3.61,1237,154
345321383,4.29,9010,944
893562505,0,0,0
1414306342,4.13,1347,94
747268037,3.88,260,25
141014083,4.55,111475,5966
394541553,4.34,203013,4873
553380621,3.77,2288,106
3423118229,3.54,427,23
756401100,3.56,1313,52
618258027,4.51,4524,23
879972165,3.51,93,11
879971207,3.53,102,10
618642676,4.35,4380,21
618154027,4.39,6356,21
618346260,4.44,593467,5798
7171994,4.53,265,5
7116268,4.59,26,3
425198324,4.19,8481,451
425187713,4.08,2073,50
1843534754,3.93,8,1
1843536161,3.89,34,3
9570823364,4.36,26,0
874808006,3.73,7,0
618574972,4.53,1635,74
425204669,4.12,67686,1409
312975732,3.79,297,18
738207713,3.93,937,70
553574639,3.86,315,22
9570823372,4.44,24,0
684836270,3.75,8582,574
563536594,4.35,17,3
618574948,4.36,1323,121
7144083,4.59,141,5
451452615,3.13,4438,301
061808357X,4.03,2343,92
2266118013,4.44,75,2
563494859,4.5,2,0
965307794,4.53,202,10
316706000,3.66,4592,334
316013277,3.03,508,65
316166340,3.31,223,47
316578991,3.07,402,38
571200613,3.07,714,49
618037667,4.5,120,5
1841157481,3.12,125,17
765304090,3.88,1833,31
765343118,3.86,2273,35
812574990,3.83,2364,25
812534867,3.75,5832,36
812574745,3.78,2866,30
727840010,3.96,41,1
380759500,3.25,2420,128
812555104,3.76,3804,37
441864619,3.47,1485,13
345305183,4.13,156,13
812574966,3.61,9240,65
812574737,3.81,3009,28
812534832,3.8,7737,93
380759497,3.67,7374,64
812555112,3.76,4039,38
812534840,3.72,6460,63
812534859,3.71,5242,42
517122332,4.06,64,1
441294707,3.45,1737,36
441225659,3.49,1273,11
441845630,3.8,4820,27
441317480,3.38,700,14
552097365,3.76,762,13
034545328X,4.06,4867,19
441444253,3.56,1549,47
441251269,3.64,3456,30
812531140,3.66,710,18
385085338,3.96,8,0
385048645,4.04,24,2
380759489,3.71,6894,73
380000369,3.34,403,23
312858116,3.84,18,0
345317572,3.89,320,24
345484088,4.1,12609,524
345451139,4.04,10276,126
034543577X,3.98,10750,106
345492862,4.27,3088,39
345465547,4.29,3613,42
345483898,3.97,12122,138
743209516,3.96,144,9
345396537,3.96,864,55
1857238273,4.04,26676,188
345461452,4.16,3732,8
345285549,3.97,1691,152
345461460,4.06,6139,22
300082401,3.86,8193,198
802151590,4.12,241,25
300108486,4.03,1896,129
097639507X,3.94,491,28
1932416064,3.87,188,7
679733760,4.01,5149,633
006440630X,3.72,36039,1585
1587612216,4.37,875,43
1905177046,4.07,1473,136
385335547,3.83,705,99
763726710,4.06,4,0
1932416773,3.8,277,31
810111136,3.11,9,1
226321320,3.12,228,26
1416523723,3.12,12599,687
60539259,4.16,1779,76
006083756X,3.99,75139,2987
940450674,4.34,53,7
451528921,4.06,62116,1119
1854591177,4.06,59,11
374525315,4,657,94
345479459,3.63,348,24
195087445,4,468,50
253209307,4,43,6
451203267,4.14,54029,2779
60564784,4.02,11669,1418
375724958,4.1,1584,110
1892597381,4.38,999,24
1590171942,3.75,655,66
747569118,4.19,17980,416
425181111,4,38693,590
393321983,3.78,13041,1208
068980444X,3.89,1742,79
307278581,3.89,680,56
141186585,3.82,6975,257
394708520,4.27,817,52
2070360024,3.98,13454,765
081912141X,3.98,21,2
039440520X,4.04,17,3
039470245X,3.83,325,22
2070386708,4.08,6059,210
1840460644,3.8,163,12
1569246661,4.28,553,12
1411665309,4.91,11,3
141185139,3.98,975,80
2070322882,4.15,851,49
785123113,3.94,48894,1354
1895176409,3.88,98,10
174104295X,3.89,66,8
2246371929,3.88,27,1
573605734,4,17,0
1594160007,4.47,22,0
553582755,3.97,17959,555
970998716,4.41,602,10
345472454,3.62,12986,1112
8466307605,3.62,4,1
451406281,3.49,72,5
747571775,4.15,81090,1835
312342519,3.69,4494,522
747569126,3.88,3708,74
1557046867,4.38,8,0
747569134,3.92,856,28
1557046557,4.21,101,3
031213214X,3.94,367,48
60760257,4.02,11168,744
316168815,3.81,5945,735
140500522X,3.97,15,2
788759892,3.85,108,19
345420748,3.69,239,28
552771333,4.29,20,2
074324382X,4.28,894,99
1932855416,4.48,273,30
792253140,4.38,745,27
679776591,3.93,12209,947
805077901,3.91,760,75
143039822,4.18,14068,344
131862618,4.18,24,2
60988657,3.28,28014,1512
425163407,4.06,725,33
9685959757,3.7,2,0
1569755833,4.23,9023,112
8478889930,4.57,5104,386
8478888845,4.49,5637,458
972393617,4.05,2774,37
1582348251,4.47,195,24
439064864,4.42,2293963,34692
159990067X,4.42,86,4
8423338665,3.48,14,2
1573227951,3.94,19134,1081
1573220825,3.94,214,24
613647904,3.96,29,9
375422994,3.62,9901,747
375423001,3.75,7776,560
1400077095,3.36,16314,1764
1400095085,3.69,4833,479
037570180X,3.9,188,12
312982860,3.88,237,14
446698466,3.82,68379,3083
446696110,4.15,148042,4193
1561706604,3.57,253,21
553816713,4.09,1090603,15272
2266111108,4.17,186,22
3453861906,4.03,8,2
8496544141,3.84,22,5
446532436,3.8,896,77
1841150509,3.8,25342,2493
452265819,3.89,2690,133
156030276,3.62,1009,109
60722290,3.58,8278,748
880014407,3.8,337,23
61236829,3.55,7518,860
60934905,3.58,1650,199
452269865,3.54,5513,484
2253152854,3.99,6903,522
151015317,3.4,778,122
812968344,3.84,1448,138
140424393,3.82,113473,2598
019280619X,3.82,269,29
393924289,3.82,1909,120
743474163,4.31,27430,1132
1400049474,4.03,1776,282
1841932515,3.82,118,10
1425910394,2.55,33,7
312155859,4.05,11523,507
142002887,4.03,2627,382
449004139,4.02,11782,1332
375758623,3.95,4151,521
375727132,3.42,19844,1747
749933631,3.42,60,8
701130644,3.25,3,0
743487672,3.92,9459,194
1931082219,4.28,506,24
1842931539,3.57,47,11
159307736X,4.08,539,29
3453198255,3.79,14,0
8497934903,3.99,5,2
226677184,4.22,1145,77
1585677108,3.72,39,8
226677141,3.95,3817,271
226677176,4.26,1289,83
226677168,4.29,1237,87
1400077303,4.2,15971,812
143034758,4.23,97099,6149
802138292,4.07,5110,281
345479394,3.67,390,57
802131794,3.49,1487,78
802131557,3.59,740,38
1400096197,3.92,2944,499
60778563,4.06,94,18
60556579,4.04,13491,506
060980877X,4.02,1958,142
618683070,3.74,25441,2241
60846739,3.91,3808,315
743272501,3.87,68763,3394
743272498,3.9,136931,3915
743249305,3.62,9643,451
743269268,3.71,43749,1967
743272536,3.62,4469,272
6514642,3.32,6774,529
743249313,3.68,8842,380
6496431,3.68,1910,237
743249291,3.3,18944,1547
8496454339,3.84,8,0
807071277,4.3,2543,141
60921080,4.26,732,25
8489367159,3.16,1,0
385722435,3.85,23926,4356
192835432,3.52,558,40
440391547,3.61,959,55
385495226,4.12,85408,4334
552143030,4.12,163,26
520251741,4.29,12,2
1584850558,4.05,170,5
1584850450,4.06,415,32
618181903,4.07,266,45
316010707,3.83,67271,5246
684829452,3.9,622,21
60761350,3.93,583,82
60166495,4.44,514,11
385493002,3.68,7473,903
385498209,3.65,1940,186
933121296,4.54,129,6
29221307,4.05,151,13
842383670,3.86,79,11
039332706X,3.47,317,41
60957603,3.65,226,31
812696069,3.63,157,14
664229832,3.77,126,23
1596911042,3.69,617,72
188845170X,3.72,5298,468
385488378,4.17,86,4
385488351,4.02,305,27
393062244,4.1,9837,552
967575605,4.23,54,5
340827211,4.28,362,40
670032549,3.96,2309,230
1413900208,3.87,911,42
822309327,4.11,247,24
765341131,3.79,291,38
1932664599,3.55,576,73
71433716,3.63,580,21
842358935,4.42,2663,141
141650768X,3.76,791,95
765316927,3.29,698,104
806523794,4.19,456,40
1857983416,3.91,26767,1075
1400030064,3.46,1878,142
8498000831,4.09,63422,2486
345253590,4.22,622,33
1400030129,3.52,1561,97
1933110457,4.21,454,11
1844670538,4.01,1002,27
1845203348,3.89,247,9
1840460873,3.32,165,25
806509023,3.84,4190,147
014118549X,3.92,1590,140
553251619,3.94,932,70
872205541,4.08,26252,344
743255909,3.39,52,8
767907817,3.72,37153,822
140276904,3.65,683,66
613997638,3.7,0,0
1886230358,3.76,51,6
679764410,3.92,20178,590
425183769,3.81,609,82
452287146,3.7,29112,651
380781360,3.78,299,7
373713444,4.11,560,33
1562802348,3.64,77,6
380792044,3.52,58,6
1591162025,4.36,5862,55
3453189345,3.81,59,0
8497936736,3.79,169,9
271443813X,3.69,11,4
1400002214,3.81,34,5
141007478,3.52,401,43
8497599179,3.95,204,21
3548603254,3.4,11,2
2266130609,3.81,6,0
2266108271,3.95,7,1
840132954X,3.95,7,0
3453868579,3.75,16,1
99461269,3.7,61,6
373250479,3.68,4756,84
4091252087,4.26,16,0
4091252079,4.27,15,0
4091256449,4.26,11,1
4091256481,4.29,12,1
4091252044,4.29,15,0
4091256422,4.25,13,1
4091256465,4.28,11,1
4091255825,4.25,13,0
4091255876,4.25,14,1
4091255841,4.3,13,1
4091252109,4.28,15,0
409125201X,4.27,41,3
4091256473,4.28,12,1
1569311935,3.97,32,1
1569312109,4.04,27,0
8484497283,4.08,38,0
1569310351,4.11,72,4
156931019X,3.97,131,7
409126512X,4.06,0,0
1591162866,4.11,1102,19
1413901433,3.54,406,31
345459849,4.02,11246,148
6163831,3.98,174,3
553071793,4.15,4544,69
553297600,3.99,5020,101
345418476,3.98,15389,109
553562606,4.08,5460,89
1421513684,3.83,494,40
1889963852,3.5,2,0
373255594,3.89,17,1
316058785,3.64,6754,744
316154091,3.84,2646,247
316010197,3.88,5653,800
425190374,3.78,54261,4232
345455916,3.83,11910,965
805210555,4.35,20028,381
805210644,3.75,17981,522
679423036,4.35,445,30
816615152,4.17,1287,45
393058484,4.46,3132,103
517229250,4.3,4420,165
553382160,4.3,877,55
515130990,3.62,1421,68
1401211321,3.83,3515,339
812551249,3.41,1,0
886776171,3.74,35,0
812551230,3.72,29,1
886776503,3.87,63,2
886771382,3.98,159,6
886774675,3.99,68,1
1400040353,4.22,532,23
1400040361,4.21,637,24
767914228,4.14,48,3
1559360801,3.84,885,32
374528551,4.43,189,14
006097611X,3.61,379,33
312423136,3.72,2155,191
60975091,3.82,742,49
1405153601,4.04,1178,48
99453835,4.25,1836,245
140515358X,4.17,244,11
60977086,3.87,543,45
385722168,3.97,515,76
99284464,3.77,710,54
29227968,3.77,293,17
679776214,3.62,815,58
1400075483,3.32,412,36
618506918,3.39,23,4
99285827,3.96,71,5
037570115X,3.39,1071,49
99461870,3.7,545,16
057121200X,3.58,46,3
571200435,3.73,384,25
6861350,4.1,3209,41
795000375,3.97,75,5
520071778,3.54,228,10
520072383,3.95,93,3
224011871,4.02,19,1
99428636,3.85,110,12
151001367,3.85,3532,153
2253033138,4.12,745,49
849782461X,3.36,36,2
1585420824,3.82,228,12
1556591608,4.04,2180,224
1570915067,3.78,4,1
1578050499,4.1,679,53
330351745,3.13,1411,182
142002836,3.81,7966,960
395924855,3.13,10,2
061812733X,3.41,4308,542
031228621X,3.72,152,16
60525126,3.83,27424,1038
60874309,4.17,11056,366
60851988,3.69,60787,1693
60525118,3.74,75856,2408
60880120,3.55,19363,876
60847182,3.67,9517,219
60725141,4.17,30471,671
60085444,3.7,12470,441
037582846X,3.49,3089,281
375832998,3.84,59799,3373
439890284,3.63,223,23
375836578,3.93,14625,1190
439087309,4.11,1435,65
439736463,3.76,41,0
505524740,3.62,534,33
743496140,3.62,651,34
505523973,3.57,244,27
425215385,3.89,2368,162
505525097,3.7,410,20
425213919,3.59,901,73
505525755,3.67,385,16
515142212,3.64,4811,585
1931520119,3.8,679,69
019289322X,4.07,359,18
192854178,4.06,24,4
751333328,4.14,518,45
472064843,4.4,5,0
198284543,5,1,0
393978516,3.85,789,51
140247742,3.85,331,32
60789565,3.85,53,11
764537156,3.4,5,2
439774381,3.93,3099,241
60590157,3.87,432,44
805069496,3.89,445,40
807840890,4.04,22,2
750937254,4.07,38,8
190414845X,3.82,12,0
312274920,3.79,15191,838
971500762,4.61,186,11
971500746,4.51,461,29
964326191,4.38,752,37
299178005,3.5,26,1
791056643,3.58,18,2
812416112,3.68,479,57
689835612,4.15,434,28
689849257,3.53,154,26
345461614,3.81,1045,26
345461274,3.68,722,65
345418689,3.87,1366,33
727852663,3.4,2,0
380793474,4.2,3208,306
743518365,4.23,58,10
375424431,3.86,7101,540
679779175,4.01,13499,812
679779159,3.76,10270,877
312155611,3.56,828,46
140276610,4.01,763,70
375725350,3.91,7957,535
802142400,3.98,11297,853
1573229717,3.74,2141,303
342661278X,4.09,38,1
786930675,4.12,424,20
1932796789,4.12,35536,401
441012590,3.54,170,11
743498097,3.57,646,35
1400032385,4.02,543,50
1583332057,3.69,424,53
613046889,3.63,35,5
791063372,4.35,14,2
143039601,3.92,2055,172
307335852,3.25,3565,451
1421507668,4.44,266,8
1421508389,4.59,7655,129
131445960,3.99,128,4
764584650,3.84,285,27
471265187,3.89,113,10
013187165X,3.88,159,8
471409766,4.04,5247,234
500251215,4.24,1598,46
446607258,4,1747,192
316341517,4,35634,1552
375714626,4.33,1994,37
195153820,4.11,1107,33
517588374,4.12,249,44
1857880781,3.7,582,43
805413995,4.02,39,6
446691860,4.02,1827,116
684849305,4.19,95,13
439050138,3.96,1132,181
762412631,5,2,1
226182002,4.2,416,30
836282892,3.87,82,9
836279298,4.26,40,6
452287677,3.86,7469,201
452285216,3.81,25235,723
743251008,3.37,56,11
553470949,3.89,18,0
440504708,3.82,359,35
618083618,4.14,8140,32
618391134,4.64,45,0
618894640,3.97,2681,225
345458567,3.93,1130,42
618391029,4.51,40,2
395606497,4.01,2572,41
618391010,4.46,31,2
7149123,4.08,3242,162
898708257,4.05,467,31
7149115,3.87,8775,413
7137435,4.25,51,3
261102257,3.97,97,10
1403969736,3.62,16,2
618422536,4.02,2067,17
2266102710,3.54,89,2
026110330X,4.27,559,55
142150507X,4.14,863,33
1569319626,4.15,29058,309
1421505061,4.1,752,13
1421505053,4.08,782,13
1591161290,4.13,1392,39
1591164842,4.05,92,3
380815591,3.77,1859,231
1421502798,4.36,257,11
1421501422,4.3,245,6
1591168694,4.27,250,3
1591163196,4.22,300,5
1591164222,4.19,291,4
159116804X,4.28,252,4
1591166179,4.19,272,4
1569312060,3.88,69,1
1591163528,4.59,1956,38
1591163544,4.62,1776,33
1591164125,4.61,1904,28
1591163552,4.61,1716,79
2723433927,4.59,29,2
2723433919,4.56,32,3
897330595,3.81,416,34
1401210821,4.65,15640,512
1563892278,4.24,171841,3781
801870569,4.29,3574,198
1585672793,4.24,155,5
1841581224,4.24,844,41
306805626,4.21,531,40
312321198,3.85,24522,4032
084394725X,3.94,17,1
451530373,4.18,102,16
393048853,4.47,222,12
393924653,4.01,97,10
393090027,4.35,2633,105
1593080034,4.33,6988,173
312862172,4.25,1991,65
812509668,3.88,49,6
812509676,4.18,31,5
246136677,4.12,2,0
143036971,3.95,4560,85
140281916,3.95,37,1
1850522316,4.48,293,9
851708714,4.27,510,14
812966295,3.8,34623,1168
698117972,4.09,117,24
756611776,3.91,50,19
1880216620,4.13,145,31
039330695X,4.17,143,28
399532978,3.93,47,13
387222529,4.05,2,1
1565891740,3.6,8,1
843954116,3.62,386,34
084395177X,3.36,971,101
843954108,3.45,229,23
084394580X,3.75,409,32
843947667,3.49,385,29
1881475719,3.79,99,12
843951427,3.76,1034,78
843944390,3.36,583,71
393324141,3.97,8132,589
1582344728,3.81,429,71
26995018,4.13,6,2
307350436,3.75,19205,711
517405091,3.98,35045,1116
307350509,3.85,1444,80
140003471X,3.97,69912,2789
307350517,3.74,3303,116
1400043336,3.68,11939,389
307350363,3.9,21,1
60882867,3.85,12336,492
307350274,4.07,52,7
8467204362,3.91,54,1
307350401,3.78,2095,121
8501011207,3.78,43,2
140422153,4.24,7738,48
486281221,4.24,7163,245
300100302,4.06,79,10
385074077,4.38,183869,1226
785814531,4.38,1864,110
694524190,4.39,289,64
440322278,4.02,412,37
517082454,4.17,198,11
081604161X,4.33,8,0
140234446,4.13,804,21
802133312,3.6,2977,124
802133304,3.67,2541,70
802137784,3.98,490,20
802133290,3.35,5892,204
142003166,3.83,47105,1052
330300164,3.59,9811,279
312278462,3.77,3893,196
1889307157,4.26,1290,17
1584350105,4.36,124,5
140094547,3.7,1055,47
393057240,4.09,533,45
851708706,4.03,75,5
2020336464,4.09,59077,857
393315630,3.86,8726,267
413728609,3.51,227,5
2020416409,3.55,12,2
393318680,3.73,21997,643
767920090,3.83,8655,1203
1400034221,3.54,200,19
553122754,3.7,326,27
930588797,4.32,19,6
312925743,4.17,105,6
8483101610,3.81,4382,235
307336131,4.02,1373,90
1564741575,0,0,0
1569755663,4,46,0
439507235,3.78,1436,55
439507227,3.72,1858,135
970312539,3.75,16,2
439651395,4.11,2041,82
043984777X,3.99,3306,263
439651379,4.13,2499,151
439651360,4.05,4598,371
590427695,4.05,797,46
590255223,4.06,919,13
590441744,4.01,1160,42
613589459,3.85,12,2
613674839,3.78,0,0
439294843,3.71,12,2
590419277,3.55,522,47
061358466X,3.9,3,0
439401399,3.85,3561,230
340425679,3.73,56,8
399242139,4.22,2506,48
803494661,4.24,20,1
590396439,4.15,21070,286
1416903445,4.21,44061,661
1579124577,3.93,36003,121
006093140X,3.76,16000,1219
140289208,4.29,330,26
1585360724,4,27,4
375839372,4.19,965,39
803724624,3.97,179,17
1416933964,3.79,54,11
446403385,3.79,3618,223
521618754,3.8,1549,36
60739428,3.71,33557,1280
141005343,3.82,67,9
763628328,4.15,3408,113
763626155,4.08,4554,151
763623431,4.07,93,13
076362800X,4.08,3884,132
763619310,4.04,8405,309
763620874,4.03,6077,254
1416909052,4.01,5305,166
068987040X,4.02,625,30
64410935,4.17,1300470,14739
61127760,4.17,227,18
60882611,4.17,220,21
60882816,4.13,64,9
1887953795,3.68,44,0
385339690,3.98,249884,1691
440418410,4.02,1551,111
440409713,4.13,366,23
553175262,3.47,4,1
553155717,3.47,18,2
451527747,4.07,381097,6041
689847432,4.33,21875,111
1593080158,4.07,2791,273
763620491,4.02,65,5
141439769,4.07,3409,228
763608041,4.02,226,27
034536239X,3.97,824,55
778321711,3.71,8284,628
076534551X,3.87,7919,163
1569473331,3.77,644,116
1574231006,3.83,18,1
1845882423,4.06,911,40
786160446,3.85,38,4
440495040,3.59,258,53
440229081,3.8,17160,1782
340854332,3.61,42,3
679600124,4.17,728,122
449300021,4.3,4917,352
375403175,4.17,8004,474
067986668X,4.28,554,52
439250722,4.04,235,36
078685152X,3.69,2566,254
813510996,3.55,180,14
689837186,3.96,6894,501
60000147,3.99,1110,71
152046992,3.79,3695,384
439178827,3.96,1072,20
439178789,3.96,975,26
439353688,3.88,595,11
1417629754,4.05,460,17
439872472,3.96,120,5
439872464,3.89,223,36
1417629762,3.97,23,0
64408671,4.08,63915,1825
590920685,3.98,364091,8754
1401210503,3.26,66,9
1585100358,3.94,238,29
791077640,4.41,4687,19
185459768X,4.02,38,4
1854598317,4.02,17,1
440228891,4.02,55747,1374
038071812X,3.73,162,21
375755209,4.17,4107,246
155728024X,4.2,542,43
312929641,4.09,354,8
786015411,3.72,183,18
439968089,4.27,43090,800
307283798,4.27,74,20
142150295X,3.75,134,0
812532635,3.54,9326,125
764222376,4.33,194,15
805081240,3.48,4002,473
1400078008,3.97,2126,123
60973331,3.91,331,23
674990331,3.96,111,11
140006466X,3.6,37411,3719
821776053,3.9,2949,146
743284887,3.85,14639,667
743406567,3.8,12448,526
811853195,4.11,114,12
345362535,4.02,456,61
60779683,3.81,103,14
1590170385,3.73,69,9
039306011X,4.7,1338,81
393319792,4.35,5325,150
039306025X,3.99,2194,121
393310167,4.36,6025,139
039332107X,4.38,2375,95
671639617,2.5,4,1
571202802,4.1,264,13
155783041X,3.52,11,0
679726489,4.44,1212,18
312311451,4.08,70,9
679726470,4.38,3172,40
1560252758,3.6,2835,209
1560255218,3.62,95,3
451528646,4.08,33489,453
1402714602,3.91,1507,105
143039563,3.91,667590,6783
441542158,4,162,4
743527291,3.77,80,6
073854678X,3,2,1
738528528,4.4,4,1
738544922,4.44,9,1
738519383,2.67,3,0
811200078,4.3,7792,176
674022874,4.3,267,4
486270920,4.35,569,24
1843910179,3.93,751,17
486447782,3.73,217,27
714833657,3.96,639,14
2038717001,3.77,217,15
743280547,3.77,3,1
915145693,4.23,708,57
62511114,4.23,171,14
674992407,4.34,110,7
64400824,3.82,464,49
1897784317,3.93,100,3
543899403,3.7,4,0
1581821298,3.7,12,1
140367381,4,425,27
159017125X,4.39,3485,260
140258698,4.2,116,9
140447555,4.17,8625,321
1564147916,3.83,443,29
192751166,4.05,43,4
312990685,3.84,5942,150
1400047862,3.64,2260,151
1573442216,4.11,382,26
7158521,4.35,969,75
375836047,3.94,3983,513
375702970,4.04,273,37
64402452,3.77,3314,95
64403874,3.54,662,29
006064589X,3.95,5645,603
670037702,3.42,4094,497
142003808,3.85,10333,879
143037439,3.82,1193,95
140131671,3.64,2098,113
142001414,3.86,1253,108
140299947,3.96,605,44
140299939,4.01,3270,218
670826901,3.94,34,3
140119507,3.94,1038,69
684806371,0,0,0
140077812,3.94,1065,52
2246442613,3.64,0,0
440208149,3.82,16434,639
878053573,4.05,3,1
1595140328,3.58,10390,820
689865406,3.77,151825,6730
60519568,3.89,17135,675
689865392,3.85,211060,8890
60519592,3.85,14798,718
689865384,3.86,516152,20708
1568581491,3.51,444,56
330397966,3.19,1048,83
375803483,3.5,1712,116
805080503,4.08,30401,723
805080481,3.99,64278,2525
080508052X,4.25,48088,954
805080511,4.14,34770,840
141310685,3.92,4222,180
080508049X,4.13,53962,1200
805080538,3.93,3637,157
805072713,4.22,83,4
525467777,4.24,89,7
142301442,3.88,571,10
2742731105,3.99,8,1
006078721X,3.76,16324,1145
038560310X,4.1,97710,7357
345464974,4.18,3192,357
1594482225,3.82,12002,741
740748475,4.82,32213,930
836204387,4.63,49122,368
836221362,4.76,23875,303
836217691,4.72,15365,290
836217357,4.69,20308,244
751515574,4.63,303,12
740721356,4.71,3613,85
441008933,3.74,2192,206
441013309,3.21,22,2
553105574,4.14,89,7
1903809509,4.09,5911,257
385240899,4.03,1933,115
618131701,3.73,1775,86
1564780619,3.81,212,15
671797867,3.79,797,39
2253000043,4.2,229,19
486420426,4.13,28,3
671877666,4.06,3217,29
345462009,3.92,8100,185
1597379514,4.1,118,20
140345809,3.85,3423,447
140374388,3.87,269,43
810954796,3.5,570,88
141306394,3.83,846,90
141304316,3.68,484,40
140345825,3.72,230,7
142400866,3.64,355,31
810987902,3.68,1683,247
765352397,3.65,548,84
525409815,3.6,5,2
525364102,3.62,8,0
525461310,3.62,86,5
340850620,3.88,2115,197
99432447,4.24,2256,71
747556407,4.02,256,13
1567923224,4.29,307,42
452275725,3.83,3178,229
812976150,3.8,8266,831
517100789,4.29,17,3
374299196,3.4,4760,532
140282688,3.89,540,47
141182865,3.89,1561,169
8496333604,3.89,70,6
60988649,2.82,13152,904
618181881,3.64,433,56
64410722,3.52,111,11
1401308201,4.18,49109,290
006088262X,3.8,2209,88
1845130499,4.02,1583,115
553152645,4.14,60,7
141311495,4.14,252,21
553152890,4.09,7,3
435122215,4.09,20,1
022406469X,4.09,107,9
201321894X,4.09,7,0
230008909,3.6,168,16
140316884,4.28,266,16
691019401,4.2,1807,44
143037579,4,14185,559
691020264,4.23,4731,96
140445773,4.17,6405,127
1596060247,3.67,1442,180
553580485,3.9,1681,199
553270257,3.52,3542,303
553562940,3.51,1240,122
553580515,3.69,7331,753
553562967,3.92,9419,1110
809013843,3.88,19,0
674618769,3.62,71,4
1590170164,3.75,72,12
60572000,3.78,5413,499
60931809,3.82,10452,539
312423373,3.92,1398,95
60598611,3.79,1209,106
60838590,3.87,15680,1074
340637870,3.81,91,13
190492011X,4.19,200,7
807842591,3.97,210,25
762404787,4.05,29,2
823006573,4.12,3686,24
961462094,4.45,113,7
571161154,4.31,106,7
8466619453,4.19,207,5
439793955,3.98,123,13
439896185,3.75,104,6
439184738,3.92,227,17
439114284,3.83,162,11
043930931X,3.92,101,9
439080940,3.81,327,22
64401480,4.16,48919,1089
64401510,4.16,13359,236
64401499,4.24,14745,203
60248122,4.46,922,86
553573306,3.9,8963,153
747553718,3.74,46,0
312421974,3.85,2506,264
786000236,3.84,196,16
2879290937,3.77,68,5
747553564,3.49,762,56
60974990,4.25,15923,666
452284163,3.81,3090,195
452278155,3.85,900,61
1563892251,4.44,63599,1518
156389226X,4.24,84421,1201
1563890356,4.54,50951,1038
1563890933,4.43,43065,876
1563891700,4.47,36629,675
1563892871,4.52,37038,767
1563891069,4.45,40736,776
394746163,4.28,2061,194
590100564,3.74,98,29
393315118,4.16,664,23
1410402363,3.61,187,41
898599598,4.26,139,12
1840680733,3.96,1,0
671027638,3.55,10655,414
