author_id,name
1250,Gregory H. Hemingway
1251,Charles Scribner Jr.
1252,Mark Bailey
1253,Edward Hemingway
1254,Sven Regener
1255,John Brownjohn
1256,Carlene Fredericka Brennen
1257,Hilary Hemingway
1258,Charlton Heston
1259,F. Scott Fitzgerald
1260,Matthew J. Bruccoli
1261,Judith S. Baughman
1262,Dave Page
1263,Patricia Hampl
1264,Arnold Goldman
1265,Richard Godden
1266,Kathleen Parkinson
1267,Tim Robbins
1268,Alexander Scourby
1269,Kate Maurer
1270,Noah Gordon
1271,Mirjana Cvekić
1272,Ljiljana Cvekić
1273,Noah Eli Gordon
1274,Elsa Mateo
1275,Peter   Sutton
1276,Paula S. Fass
1277,Steven L. Layne
1278,James L.W. West III
1279,Samuel B. Griffith
1280,Scott   Cunningham
1281,Peter Kuper
1282,Seth Tobocman
1283,Sabrina Jones
1284,Time-Life Books
1285,George Lucas
1286,Robert L. O Connell
1287,John    Batchelor
1288,John Warry
1289,Phillip de ste. Croix
1290,Susan Shillinglaw
1291,Elaine Steinbeck
1292,Richard Astro
1293,Dava Sobel
1294,William J.H. Andrewes
1295,William J. H. Andrewes
1296,Neil Armstrong
1297,Rebecca Aberg
1298,Jeanne Clidas
1299,William Andrewes
1300,Gavin Menzies
1301,Kristi Gold
1302,Nathaniel Philbrick
1303,Lerone Bennett Jr.
1304,Salman Rushdie
1305,Paul Birkbeck
1306,Steve McConnell
1307,Dale Carnegie
1308,Dorothy Carnegie
1309,Stuart R. Levine
1310,Michael A. Crom
1311,Alice   Miller
1312,Ruth Ward
1313,Spencer Johnson
1314,Kenneth H. Blanchard
1315,W. Chan Kim
1316,Renée Mauborgne
1317,Joseph Conrad
1318,Cedric Watts
1319,Frank McCourt
1320,Jerome K. Jerome
1321,Jeremy Lewis
1322,Haruki Murakami
1323,Philip Gabriel
1324,Fyodor Dostoyevsky
1325,Manuel Komroff
1326,Fyodor Dostoevsky
1327,David McDuff
1328,Simon Vance
1329,Thomas R. Beyer Jr.
1330,Maire Jaanus
1331,James Lamar Roberts
1332,Peter Menzel
1333,Faith D Aluisio
1334,Eric Carle
1335,Don    Wood
1336,Elinor J. Pinczes
1337,Bonnie Mackain
1338,Amitav Ghosh
1339,Geneen Roth
1340,Dave Eggers
1341,Lisa McCourt
1342,Cyd Moore
1343,Geraldine Brooks
1344,Tanya Remer Altmann
1345,American Academy of Pediatrics
1346,Stephen King
1347,Bernie Wrightson
1348,Kurt Vonnegut Jr.
1349,Daniel Simon
1350,Terry Southern
1351,David H. Goldsmith
1352,James Lundquist
1353,Lawrence R. Broer
1354,Peter J. Reed
1355,Loree Rackstraw
1356,William S. Doxey
1357,Jerome Klinkowitz
1358,Richard Giannone
1359,John L. Simons
1360,Leonard Mustazza
1361,Zoltan Ab di-Nagy
1362,Peter Freese
1363,Wendy B. Faris
1364,Anita Diamant
1365,Sandra Hack Polaski
1366,Ann Finding
1367,Marie-Odile Fortier-Masek
1368,Christopher   Clark
1369,Jean Rabe
1370,Antony Beevor
1371,Ian McEwan
1372,Alma Flor Ada
1373,Elivia Savadier
1374,Ken Follett
1375,Marcia Angell
1376,David Tennant
1377,Yukito Kishiro
1378,John E. Upledger
1379,Julia Child
1380,Alex Prud Homme
1381,Margaret Atwood
1382,Valerie Martin
1383,Barron s
1384,Aldous Huxley
1385,Huston Smith
1386,Jacqueline Hazard Bridgeman
1387,Michael Horowitz
1388,Cynthia Palmer
1389,Elspeth Huxley
1390,Lauren Weisberger
1391,Julie Mullaney
1392,John Knowles
1393,David Levithan
1394,Anna Quindlen
1395,Kaye Gibbons
1396,Alice Hoffman
1397,Maya Angelou
1398,Jacquelyn Mitchard
1399,Lalita Tademy
1400,Billie Letts
1401,Katherine E. Krohn
1402,Christina Schwarz
1403,Ann-Marie MacDonald
1404,Pearl Cleage
1405,Sue Miller
1406,Melinda Haynes
1407,Edwidge Danticat
1408,Jane Hamilton
1409,Elizabeth Berg
1410,Anita Shreve
1411,Maeve Binchy
1412,Ernest J. Gaines
1413,Toni Morrison
1414,Bill Cosby
1415,Varnette P. Honeywood
1416,Wally Lamb
1417,Frank  Muller
1418,C.J. Critt
1419,Varnette Hon Eywood
1420,Rohinton Mistry
1421,Varnette Honeywood
1422,Janet Fitch
1423,Alan Paton
1424,Barbara Kingsolver
1425,Inge de Heer
1426,Paul Kengor
1427,Dinesh D Souza
1428,Elizabeth Strout
1429,Louis Auchincloss
1430,Oscar Wilde
1431,Merlin Holland
1432,Richard Ellmann
1433,Hesketh Pearson
1434,Ravi Zacharias
1435,Don Rosa
1436,Marvin Kaye
1437,Carl Barks
1438,Lars Jensen
1439,Pat McGreal
1440,Carol McGreal
1441,Frank Jonker
1442,Romano Scarpa
1443,Mau Heymans
1444,José Massaroli
1445,Jean Shepherd
1446,Tim Dowley
1447,Roger Langton
1448,Jane Werner Watson
1449,Eloise Wilkin
1450,P.J. Lynch
1451,John Leech
1452,Jane Parker Resnick
1453,David Gates
1454,Michael Slater
1455,Jorma-Veikko Sappinen
1456,Michael Beck
1457,Diana Gabaldon
1458,Kathleen Winsor
1459,Tony Ross
1460,Ned Dameron
1461,Dugald A. Steer
1462,Douglas Carrel
1463,Kaza Kingsley
1464,Melvyn Grant
1465,James A. Hetley
1466,Christopher Stasheff
1467,William R. Forstchen
1468,Nick DiChario
1469,S.N. Lewitt
1470,Bill Fawcett
1471,Mike Resnick
1472,Mickey Zucker Reichert
1473,S.M. Stirling
1474,Diane Duane
1475,Jody Lynn Nye
1476,Roland J. Green
1477,Teresa Patterson
1478,Judith R. Conly
1479,Patricia Thomas
1480,Wallace Tripp
1481,Roland H. Bainton
1482,Jerry N. Uelsmann
1483,Ron McLarty
1484,Edward W. Said
1485,David L. Holmes
1486,Ann Brashares
1487,George Orwell
1488,Erich Fromm
1489,David Nasaw
1490,Naguib Mahfouz
1491,Tagreid Abu-Hassabo
1492,Frances Liardet
1493,Trevor Le Gassick
1494,Catherine Cobham
1495,Surgana
1496,Ruud van der Rol
1497,Rian Verhoeven
1498,Anne Frank
1499,Tony   Langham
1500,Plym Peters
1501,Miep Gies
1502,Alison Leslie Gold
1503,Frances Goodrich
1504,Albert Hackett
1505,Wendy Kesselman
1506,Johanna Hurwitz
1507,Vera Rosenberry
1508,Rosetta James
1509,L. David Allen
1510,James A. Perkins
1511,James A. Grimshaw
1512,Ian King
1513,Lou Schuler
1514,Frederick Deluvier
1515,Richard P. Feynman
1516,Robert B. Leighton
1517,Matthew L. Sands
1518,Michelle Feynman
1519,Steve Wozniak
1520,Gina Smith
1521,William McDonough
1522,Michael Braungart
1523,James Patterson
1524,Michael B. Oren
1525,Bernard Williams
1526,Jean Nienkamp
1527,Jahan Ramazani
1528,Robert O Clair
1529,Gillian Avery
1530,Kenneth Grahame
1531,Everyman s Library
1532,Thomas Benwick
1533,Richard M. Weaver
1534,Harvey Mansfield
1535,Anton Chekhov
1536,Maria Skobtsova
1537,Le Ly Hayslip
1538,James Hayslip
1539,Jenny Wurts
1540,Jay Wurts
1541,Craig Scharlin
1542,Lilia V. Villanueva
1543,Anne Moody
1544,Laura Gibson
1545,Christopher Fowler
1546,Steven Pinker
1547,Jacques A. Mehler
1548,Lavigne
1549,Samuel J. Leffler
1550,Marshall Kirk McKusick
1551,Michael J. Karels
1552,Stuart Woods
1553,James C. Mitchell
1554,Jorge Luis Borges
1555,Andrew Hurley
1556,William Makepeace Thackeray
1557,John Carey
1558,Nicholas Dames
1559,Alan Moore
1560,David   Lloyd
1561,Carlos Martín Ramírez
1562,V.C. Andrews
1563,Steve Moore
1564,Lilly Wachowski
1565,Lana Wachowski
1566,Steven Weisenburger
1567,Anthony Hern
1568,Henry Gammidge
1569,John McLusky
1570,Chris          Jones
1571,Jonathan Newman
1572,Cara Williams
1573,Carlos Marighella
1574,Christopher   Duncan
1575,V.S. Naipaul
1576,Shiva Naipaul
1577,Bruce Alvin King
1578,Richard Slotkin
1579,Julie E. Czerneda
1580,Pat Barker
1581,Mary Doria Russell
1582,Rob Kidd
1583,Walt Disney Company
1584,Jean-Paul Orpinas
1585,Wilkie Collins
1586,Matthew Sweet
1587,Maria K. Bachman
1588,Don Richard Cox
1589,Camille Cauti
1590,National Commission on Terrorist Attacks Upon The United States
1591,Douglas A. Anderson
1592,Harry Graham
1593,Frank J. Moore
1594,D. Streamer
1595,Pablo Neruda
1596,Mark Eisner
1597,Lawrence Ferlinghetti
1598,Robert Hass
1599,Stephen Mitchell
1600,Alastair Reid
1601,Forrest Gander
1602,Jack Hirschman
1603,Stephen Kessler
1604,John Felstiner
1605,W.S. Merwin
1606,Cristina García
1607,Michael Ondaatje
1608,Stacy Horn
1609,Hermann Hesse
1610,Leila Vennewitz
1611,Simcha Shtull
1612,Wilbur Smith
1613,Chris Chester
1614,Ben Mikaelsen
1615,Janette Oke
1616,Fran Leeper Buss
1617,Daisy Cubias
1618,Karen Hesse
1619,Evon Zerbetz
1620,Kim McGillivray
1621,Li Bai
1622,Du Fu
1623,Arthur Cooper
1624,Shui Chien-Tung
1625,J.K.羅琳
1626,皇冠編譯組
1627,張定綺
1628,彭倩文
1629,趙丕慧
1630,林靜華
1631,Wang Wei
1632,Li Ho
1633,Li Shang-yin
1634,David        Young
1635,Charles Rembar
1636,Monica Furlong
1637,Judy Tam Sargent
1638,Sonia Nordenson
1639,Erich Maria Remarque
1640,L.J. Swingle
1641,Jonathan Shay
1642,Jacques Derrida
1643,Pascale-Anne Brault
1644,Michael Naas
1645,Diana Cooper
1646,John Julius Norwich
1647,Susan Bernofsky
1648,Tom Robbins
1649,Joachim Neugroschel
1650,Ralph Freedman
1651,Carolyn G. Heilbrun
1652,Frances J. Roberts
1653,Kay Arthur
1654,Bill Potter
1655,Stephen Lang
1656,Jean Houston
1657,Sherman Alexie
1658,Cormac McCarthy
1659,Rose Tremain
1660,Primo Levi
1661,Stuart J. Woolf
1662,William Weaver
1663,Ruth Feldman
1664,Ruth Tenzer Feldman
1665,Ian Thomson
1666,Emily Brontë
1667,J.M. Coetzee
1668,Amy Gutmann
1669,Peter Singer
1670,Wendy Doniger
1671,Barbara Smuts
1672,Marjorie Garber
1673,Sigrid Undset
1674,Tiina Nunnally
1675,Sherrill Harbison
1676,Brad Leithauser
1677,Arthur G. Chater
1678,Tim Page
1679,Naomi Walford
1680,David Malouf
1681,Sébastien Japrisot
1682,Sebastian Faulks
1683,Wilfred Owen
1684,Friedrich A. Hayek
1685,R.A. Salvatore
1686,Jamie Jensen
1687,Diana Wynne Jones
1688,Allen Ginsberg
1689,William Carlos Williams
1690,Truddi Chase
1691,Robert A. Phillips
1692,Hayao Miyazaki
1693,Joe Hisaishi
1694,Barry Miles
1695,America s Test Kitchen
1696,Roald Dahl
1697,Richard R. George
1698,Jeremy Treglown
1699,Kazuo Ishiguro
1700,Rosalyn Landor
1701,Eva Brann
1702,Peter Kalkavage
1703,Eric Salem
1704,Michael Vitez
1705,Tom Gralish
1706,Sylvester Stallone
1707,Dixie Cash
1708,Sylvia Browne
1709,Lindsay Harrison
1710,Lorelei King
1711,David Foster Wallace
1712,Walter Scott
1713,Graham Tulloch
1714,Marianna Mayer
1715,John Rush
1716,Elizabeth L. Fuller
1717,Dave R. Palmer
1718,George Washington
1719,Peter A. Lillback
1720,Jerry Newcombe
1721,Claire Lamont
1722,Nicola J. Watson
1723,Lockhart Bogle
1724,Elizabeth Wurtzel
1725,James Mangold
1726,Anna Hamilton Phelan
1727,Lisa Loomer
1728,Susanna Kaysen
1729,James N. Frey
1730,Patricia Cornwell
1731,Patricia Daniels Cornwell
1732,Carolyn McCormick
1733,Kate Burton
1734,John Saul
1735,Saul Williams
1736,Saul Leiter
1737,Martin Harrison
1738,Saul Bellow
1739,Joe Blades
1740,مریم کاظمی‌تبار
1741,Linda Jones
1742,Mark Leyner
1743,Billy Goldberg
1744,Candace Bushnell
1745,Allen Carr
1746,Siegfried Engelmann
1747,Phyllis Haddox
1748,Elaine Bruner
1749,Jim Henson
1750,Cheryl Henson
1751,Jasper Fforde
1752,Renee Baron
1753,Elizabeth Wagele
1754,Crissy Trask
1755,Mike Clelland
1756,Dallas Willard
1757,Dante Alighieri
1758,John Ciardi
1759,Eugenio Montale
1760,Karen Kingsbury
1761,Julie Otsuka
1762,David Noonan
1763,Mary K. Baxter
1764,T.L. Lowery
1765,Artists and Writers Guild
1766,Leonard Maltin
1767,Lyle Saxon
1768,Edward Dreyer
1769,Robert Tallant
1770,Eckhart Tolle
1771,Douglas Clegg
1772,Christopher Golden
1773,Hope S. Warshaw
1774,Warshaw Hope
1775,R. de Roussy de Sales
1776,Douglas Downing
1777,Peter Biskind
1778,David Mitchell
1779,Liam Callanan
1780,William Camann
1781,Kathryn    Alexander
1782,John A. McDougall
1783,Mary McDougall
1784,David A. Stewart
1785,Jessalyn Little
1786,Elizabeth     Stewart
1787,Alan Durband
1788,John Sandford
1789,Jean Sasson
1790,Fodor s Travel Publications Inc.
1791,Sarah Gold
1792,Barbara Bretton
1793,Emilie Rose
1794,Isabel Sharpe
1795,Plum Sykes
1796,Mavis Applewater
1797,Nora Kelly
1798,Estelle B. Freedman
1799,Jean Marzollo
1800,Nancy Sheehan
1801,David Strathairn
1802,Maria Tucci
1803,Bill Irwin
1804,Tony    Roberts
1805,Dylan Baker
1806,Richard Nelson Bolles
1807,Michael Neill
1808,Laura Esquivel
1809,Thomas  Christensen
1810,Carol Christensen
1811,Yareli Arizmendi
1812,Fiona Stafford
1813,Emma Holly
1814,Esther Schor
1815,Sue Monk Kidd
1816,Bryan Sykes
1817,Wanda Sykes
1818,Charles J. Sykes
1819,Eric Sykes
1820,Michael McMahon
1821,Amanda Root
1822,Arkangel Cast
1823,Roy Hudd
1824,David Harewood
1825,Roma Gill
1826,B. Litt
1827,Kathryn Lasky
1828,Richard Cowdrey
1829,Alexander McCall Smith
1830,Lisette Lecat
1831,Murasaki Shikibu
1832,Edward G. Seidensticker
1833,Yoshitaka Amano
1834,Rachel Nacth
1835,Anri Itō
1836,Junichi Imura
1837,Masayuki Miyata
1838,Jakuchō Seitouchi
1839,Donald Keene
1840,H. Mack Horton
1841,Ayako Watanabe
1842,Michiko Hiraoka
1843,Adam Gopnik
1844,Émile Zola
1845,Ernest Alfred Vizetelly
1846,Henry Vizetelly
1847,Richard A. Hawley
1848,Philip K. Dick
1849,K.A. Applegate
1850,Katherine Applegate
1851,Tracy Kidder
1852,Peter Cozzens
1853,Bruce Catton
1854,E.B. Long
1855,John Dos Passos
1856,E.L. Doctorow
1857,Omar Rayyan
1858,Ignat Avsey
1859,Charles Guignon
1860,Alexandre Dumas
1861,Robin Buss
1862,Brantley Johnson
1863,Margaret Brantley
1864,Lorenzo Carcaterra
1865,Andrew R. MacAndrew
1866,Konstantin Mochulsky
1867,Leonard Stanton
1868,James D. Hardy Jr.
1869,Sidney Monas
1870,Robin Feuer Miller
1871,Lawrence M. Friedman
1872,Elliott Currie
1873,Cesare Beccaria
1874,David Young
1875,George Gibian
1876,Jessie Coulson
1877,Katherine Beckett
1878,Theodore Sasson
1879,Alexandre Dumas fils
1880,David Coward
1881,Julie Rose
1882,Jeffrey Archer
1883,Frances Mayes
1884,Donald Miller
1885,Michael    Ford
1886,Kate Sedley
1887,Jenna Jameson
1888,Matthew Scully
1889,Charlie Huston
1890,Randy Alcorn
1891,Pamela Duncan Edwards
1892,Troy Howell
1893,Masamune Shirow
1894,Richard B. Primack
1895,Elliott A. Norse
1896,Larry B. Crowder
1897,Michael E. Soulé
1898,David W. Macdonald
1899,Alonzo C. Addison
1900,Sandra Baker
1901,Mark S. Boyce
1902,David Brown
1903,Stephen Cobb
1904,N. Mark Collins
1905,C. Patrick Doncaster
1906,John E. Fa
1907,Joshua Ginsberg
1908,Susanna B. Hecht
1909,Katrina Service
1910,Steve Albon
1911,Les Firbank
1912,Eli Geffen
1913,Lise Albrechtsen
1914,Elizabeth J. Asteraki
1915,Christian Bonacic
1916,Marcel Cardillo
1917,Chris R. Dickman
1918,Stephen A. Ellwood
1919,H. Resit Akcakaya
1920,Ruth E. Feber
1921,Jim Dutcher
1922,Eric Baker
1923,Greg Simpson
1924,Richard Ballantine
1925,Rosita Arvigo
1926,Nadine Epstein
1927,Zolar
1928,Pamela Ball
1929,Baillie Tolkien
1930,Ted Nasmith
1931,Peter S. Beagle
1932,Janet Brennan Croft
1933,Mark P. Shea
1934,Amy H. Sturgis
1935,Brian Sibley
1936,John  Howe
1937,Ralph C. Wood
1938,John Garth
1939,Colin Duriez
1940,Ian McKellen
1941,Lin Carter
1942,Rob Inglis
1943,John Berendt
1944,Philippa Pearce
1945,Catherine  Johnson
1946,J.R. Hyland
1947,Harlow Giles Unger
1948,George  Adamson
1949,Brian K. Vaughan
1950,Adrian Alphona
1951,Sandra Steffen
1952,Carol Marinelli
1953,D.W. Meinig
1954,Mikhail Bakunin
1955,Robert M. Cutler
1956,David Cairns
1957,Juan Bonilla
1958,Esther Allen
1959,Jacqueline Winspear
1960,William S. Burroughs
1961,James Grauerholz
1962,Jeannette Walls
1963,Lauren  Levin
1964,Lauren Blitzer
1965,Amy Sohn
1966,Sarah Jessica Parker
1967,Daniel Jonah Goldhagen
1968,Luanne Rice
1969,Peter de Jonge
1970,Mary Alice Monroe
1971,Brad Thor
1972,Patricia D. Netzley
1973,Richard Dawkins
1974,Laurie Notaro
1975,Denis Waitley
1976,Chris Ware
1977,Voltaire
1978,Theo Cuffe
1979,Michael  Wood
1980,Gus Van Sant
1981,Surya  Das
1982,Shirin Ebadi
1983,Mark Nepo
1984,Mona Lisa Schulz
1985,Christiane Northrup
1986,Charles R. Swindoll
1987,Frank Wedekind
1988,Eric Bentley
1989,Kathleen A. Brehony
1990,James Joyce
1991,Seamus Deane
1992,Walter Hettche
1993,Hans Walter Gabler
1994,John Paul Riquelme
1995,John Mitchel
1996,Michael Davitt
1997,Canon  Doyle
1998,Pádraic Pearse
1999,Ignatius of Loyola
2000,Giovanni Pietro Pinamont
2001,Walter Pater
2002,Douglas Hyde
2003,Kenneth Burke
2004,Hugh Kenner
2005,Hélène Cixous
2006,Karen Lawrence
2007,Maud Ellmann
2008,Bonnie Kime Scott
2009,Joseph Valente
2010,Marian Eide
2011,Pericles Lewis
2012,Jonathan Mulrooney
2013,J.M. Synge
2014,Jim Norton
2015,Langdon Hammer
2016,Jan Greenberg
2017,Sandra Jordan
2018,Brenda K. Marshall
2019,F. Murray Abraham
2020,Azar Nafisi
2021,Alfred Appel
2022,Jeremy Irons
2023,Pam Muñoz Ryan
2024,Claudia Rueda
2025,Lolita Files
2026,Boris Grabnar
2027,Peter Škerl
2028,Phoebe Dunn
2029,Jaroslav Hašek
2030,Ford Madox Ford
2031,Frank Kermode
2032,Michael Crichton
2033,Jeffery Hudson
2034,Anthony Heald
2035,Blair Brown
2036,Anne-Marie Martin
2037,J.M. Barrie
2038,Peter Hollindale
2039,Kenneth C. Laudon
2040,Jane P. Laudon
2041,Annie Dillard
2042,Elaine Sciolino
2043,George Bernard Shaw
2044,Sandie Byrne
2045,Alan Jay Lerner
2046,Dan H. Laurence
2047,W.J. McCormack
2048,Franz Kafka
2049,Kerstin Hasenpusch
2050,Stanley Corngold
2051,Jason Baker
2052,Donna Freed
2053,Stanley Appelbaum
2054,Judith Butler
2055,Robert DeMaria Jr.
2056,Claude Julien Rawson
2057,Ian Higgins
2058,David Case
2059,Gill Harvey
2060,Martin Woodside
2061,Jamel Akib
2062,Robert Hardy
2063,Sena Jeter Naslund
2064,Hunter S. Thompson
2065,Ralph Steadman
2066,Jeffrey Fisher
2067,Amy Tan
2068,Yanitzia Canetti
2069,Various
2070,Richard H. Minear
2071,Jennifer Morrish Tunberg
2072,Terence Tunberg
2073,Terence O. Tunberg
2074,Guenevera Tunberg
2075,Terentio Tunberg
2076,Theo LeSieg
2077,Roy McKie
2078,Julia Butterfly Hill
2079,Brian Boyd
2080,T. Coraghessan Boyle
2081,Elizabeth Hardwick
2082,Jim Toomey
2083,Scott Adams
2084,Hershel Parker
2085,Aimee Bender
2086,Mike  Davis
2087,Justin Akers Chacón
2088,Steve Erickson
2089,Robert Ludlum
2090,Jean Primrose
2091,Maud Hart Lovelace
2092,Vera Neville
2093,Lois Lenski
2094,Julie A. Schrader
2095,Rhoda R. Gilman
2096,Margaret Sidney
2097,Barbara Cooney
2098,Sydney Taylor
2099,Carol Ryrie Brink
2100,Carolyn Haywood
2101,Orson Scott Card
2102,David Birney
2103,Gabrielle de Cuir
2104,Scott Sowers
2105,Brian Jacques
2106,David Elliot
2107,Gary Chalk
2108,Ian Schoenherr
2109,Allan Curless
2110,Christopher Denise
2111,Roger Hargreaves
2112,Adam Hargreaves
2113,Gray Jolliffe
2114,Margery Clark
2115,Maud Petersham
2116,Miska Petersham
2117,Judi Barrett
2118,Ron Barrett
2119,Diane Dawson Hearn
2120,Robin McKinley
2121,John Clapp
2122,Barbara Caruso
2123,Clare Sieffert
2124,Michael Scammell
2125,Dmitri Nabokov
2126,Barbara Taylor Bradford
2127,Jeanne Treat
2128,Jane Starr Weils
2129,Richard A. Knaak
2130,William   Anderson
2131,Laura Ingalls Wilder
2132,Roger Lea MacBride
2133,Margot Patterson Doss
2134,Tim Freke
2135,Peter Gandy
2136,Jean-Luc Marion
2137,Stephen E. Lewis
2138,Hans Jonas
2139,Lawrence Vogel
2140,Eleonore Jonas
2141,Melissa Wiley
2142,Renée Graef
2143,Donald Zochert
2144,Cherry Jones
2145,Jody Wheeler
2146,Cynthia Rylant
2147,Jim LaMarche
2148,Ann Romines
2149,Paul Woodiel
2150,Garth Williams
2151,Heather Henson
2152,Carolyn Strom Collins
2153,Christina Wyss Eriksson
2154,Mary Collier
2155,Doris Ettlinger
2156,Barbara M. Walker
2157,Rose Wilder Lane
2158,David Burnie
2159,Don E. Wilson
2160,Melody Malmberg
2161,Sergio Ramírez
2162,Peter K. Chadwick
2163,Jeanne DuPrau
2164,Frank E. Peretti
2165,Mary O Neill
2166,John Wallner
2167,Simone de Beauvoir
2168,H.M. Parshley
2169,Margaret Crosland
2170,Mary Daly
2171,R.B. Bernstein
2172,Thomas Jefferson
2173,Dennis Brindell Fradin
2174,John   O Brien
2175,Monty Roberts
2176,Lucy Grealy
2177,Lawrence Scanlan
2178,Dick Francis
2179,John Welcome
2180,Lynne Truss
2181,Bonnie Timmons
2182,Ian Hemphill
2183,Kate Hemphill
2184,Patrick O Brian
2185,Tom McGregor
2186,Karen Hawkins
2187,Timothy D. Taylor
2188,Timothy  Taylor
2189,Mary Lawson
2190,Piotr W. Cholewa
2191,John Dickson Carr
2192,Daniel Stashower
2193,Philip Gooden
2194,Javier Gomez Rea
2195,Anthony Robbins
2196,Jason Winters
2197,Edward C. Klatt
2198,Vinay   Kumar
2199,Martin  Freeman
2200,Marie-Catherine Caillava
2201,Hélène Greven-Borde
2202,Gore Vidal
2203,Al Gore
2204,Ruth Reichl
2205,Nikos Kazantzakis
2206,Peter A. Bien
2207,Val McDermid
2208,Waris Dirie
2209,Jeanne D Haem
2210,Cathleen Miller
2211,Corinna Milborn
2212,Sheelagh Alabaster
2213,Jeanne d  Haem
2214,Joanna Strange
2215,W.F. Deedes
2216,Sue Ryan
2217,Alex Garland
2218,Tony Hawks
2219,Andrew O Hagan
2220,Irvine Welsh
2221,Giles Foden
2222,Victoria Glendinning
2223,Nora Ephron
2224,Susan  Jeffers
2225,Jennifer Quasha
2226,Deni Brown
2227,Dawn Sirett
2228,Jamie Lee Curtis
2229,Laura Cornell
2230,Anne Millard
2231,Nancy Cote
2232,Cornelia Maude Spelman
2233,Julie Aigner-Clark
2234,Nadeem Zaidi
2235,Corinne Hofmann
2236,Peter Millar
2237,Luis Sepúlveda
2238,Chris Sheban
2239,María Victoria Alonso Blanco
2240,Thornton W. Burgess
2241,Louis Agassiz Fuertes
2242,Thea Kliros
2243,Harrison Cady
2244,Anthony Burgess
2245,Blake Morrison
2246,Ben Elton
2247,Stacy Schiff
2248,Antoine de Saint-Exupéry
2249,M.C. Beaton
2250,Alex Went
2251,James Shapiro
2252,Celeste Davidson Mannis
2253,Pierre Boulle
2254,Xan Fielding
2255,William T. Quick
2256,Ian Edginton
2257,William Arrow
2258,David Gerrold
2259,John William Corrington
2260,Joyce Hooper Corrington
2261,Max Brooks
2262,Arthur C. Clarke
2263,Martin  Gilbert
2264,James L. Stokesbury
2265,Anne Perry
2266,Sidney Paget
2267,David Timson
2268,Pam Smy
2269,Malvina G. Vogel
2270,Jamie Oliver
2271,David Loftus
2272,Chris Terry
2273,Marion Deuchars
2274,Darren Shan
2275,Rodman Philbrick
2276,Stefan Fatsis
2277,D.C. Talk
2278,The Voice of the Martyrs
2279,Rebecca St. James
2280,Mary E. DeMuth
2281,Tracey Lawrence
2282,Elizabeth Jusino
2283,Randy Cerveny
2284,Robert Bogdan
2285,Steve  Miller
2286,Andre Duza
2287,Sakurako Gokurakuin
2288,Lindsey Johnston
2289,Kate Bornstein
2290,Sara Quin
2291,David Rakoff
2292,Tucker Max
2293,Sławomir Rawicz
2294,Richard Bachman
2295,Nelson Mandela
2296,Kofi Annan
2297,Danny Glover
2298,Nancy M. Armstrong
2299,Paulette Livers-Lambert
2300,Erik Larson
2301,Marc Bloch
2302,Peter Putnam
2303,Joseph Reese Strayer
2304,William Holdsworth
2305,Richard Hofstadter
2306,Edward Countryman
2307,Elizabeth Kostova
2308,Justine Eyre
2309,Robert B. Baer
2310,Peter Robinson
2311,East Bay M. U. D. Staff
2312,Nora Harlow
2313,Jill M. Singleton
2314,Barrie D. Coate
2315,Kristine Sandoe
2316,Leah Bendavid-Val
2317,National Geographic Society
2318,Bill Hurter
2319,J.D. Robb
2320,Jeff   Smith
2321,Michel Etienne
2322,Daniel Mortier
2323,Elizabeth  Gray
2324,Donald L. Lawler
2325,Michael Gillespie
2326,Joseph Bristow
2327,Usamah ibn Munqidh
2328,Philip Khuri Hitti
2329,Richard W. Bulliet
2330,Gail Grant
2331,Eliza Gaynor Minden
2332,John         Green
2333,Caroline Denzler
2334,Peter Martins
2335,Paul Kolnik
2336,Richard Corman
2337,Howard  Kaplan
2338,Barbara  Newman
2339,Gill Tomblin
2340,Darcey Bussell
2341,Alexandra Moss
2342,Veronica Bennett
2343,Jane Yolen
2344,George Balanchine
2345,Francis Mason
2346,Scott Speck
2347,Evelyn Cisneros
2348,Adèle Geras
2349,Shelagh McNicholas
2350,Carol Lee
2351,Katharine Holabird
2352,Helen Craig
2353,Janice Ross
2354,Allan Ulrich
2355,Brigitte Lefevre
2356,Susan Au
2357,John               White
2358,Jahnna N. Malcolm
2359,Nicholas Evans
2360,Marian Keyes
2361,Magda Botin
2362,Madga Bogin
2363,Frederick P. Lenz
2364,Jimmy Carter
2365,Steven F. Hayward
2366,Fannie Flagg
2367,Stephen Nachmanovitch
2368,Rupa Bajwa
2369,Sophie Kinsella
2370,Nuala O Faolain
2371,James T. Farrell
2372,Charles Fanning
2373,John  Miller
2374,Stuart Dybek
2375,Richard Peter McKeon
2376,Søren Kierkegaard
2377,Walter Lowrie
2378,Georg Wilhelm Friedrich Hegel
2379,A.V. Miller
2380,John Niemeyer Findlay
2381,Yirmiyahu Yovel
2382,Martin Heidegger
2383,Kenneth Maly
2384,Parvis Emad
2385,John M. Cooper
2386,Dorothea Frede
2387,Alexander Nehamas
2388,Anthony Kenny
2389,Rosamond Kent Sprague
2390,Nicholas D. Smith
2391,Karen Bell
2392,D.S. Hutchinson
2393,Donald J. Zeyl
2394,Francisco J. González
2395,Diskin Clay
2396,Malcolm Schofield
2397,Glenn R. Morrow
2398,Jonathan Barnes
2399,G.M.A. Grube
2400,Brad Inwood
2401,Mark Joyal
2402,Jackson P. Hershbell
2403,J.M. Edmonds
2404,Myles Burnyeat
2405,Nicholas P. White
